File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::MultiplyInverse(const Quaternion &left, const Quaternion &right, Quaternion *destination)",9,8,6,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Dot(const Quaternion &left, const Quaternion &right)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Slerp(const Quaternion &left, const Quaternion &right, const float &progression, Quaternion *destination)",29,25,19,4,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Scale(const Quaternion &source, const float &scalar, Quaternion *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Negate(const Quaternion &source, Quaternion *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Normalize(const Quaternion &source, Quaternion *destination)",13,11,7,3,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Length(const Quaternion &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::LengthSquared(const Quaternion &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::ToMatrix(const Quaternion &source, Matrix4 *destination)",34,32,30,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::ToRotationMatrix(const Quaternion &source, Matrix4 *destination)",33,31,29,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::SetIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Normalize(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Scale(const float &scalar),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::IsZero() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Length() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::LengthSquared() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.cpp,Timer::Timer(const float &interval),5,5,3,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.cpp,Timer::~Timer(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.cpp,Timer::IsPassedTime() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.cpp,Timer::ResetStartTime(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.cpp,Timer::GetInterval() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.cpp,Timer::SetInterval(const float &interval),8,7,5,1,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,Transform::Transform(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,Transform::Transform(const Transform &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,"Transform::Transform(const Vector3 &position, const Vector3 &rotation, const Vector3 &scaling)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,Transform::~Transform(),4,4,4,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,Transform::GetWorldMatrix(Matrix4 *destination) const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,Transform::GetModelMatrix(Matrix4 *destination) const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,Transform::Set(const Transform &source) const,4,4,4,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Vector2(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Vector2(const float &x, const float &y)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Vector2(const Vector2 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Vector2(const Vector3 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::~Vector2(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Set(const float &x, const float &y)",4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Set(const Vector2 &source),4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Set(const Vector3 &source),4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Add(const Vector2 &left, const Vector2 &right, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Subtract(const Vector2 &left, const Vector2 &right, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Multiply(const Vector2 &left, const Vector2 &right, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Divide(const Vector2 &left, const Vector2 &right, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Angle(const Vector2 &left, const Vector2 &right)",13,11,7,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Dot(const Vector2 &left, const Vector2 &right)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Scale(const Vector2 &source, const float &scalar, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Rotate(const Vector2 &source, const float &angle, Vector2 *destination)",8,7,5,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Rotate(const Vector2 &source, const float &angle, const Vector2 &rotationAxis, Vector2 *destination)",8,7,5,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Negate(const Vector2 &source, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Normalize(const Vector2 &source, Vector2 *destination)",13,11,7,3,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Length(const Vector2 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::LengthSquared(const Vector2 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::MaxVector(const Vector2 &a, const Vector2 &b, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::MinVector(const Vector2 &a, const Vector2 &b, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::MaxComponent(const Vector2 &vector),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::MinComponent(const Vector2 &vector),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::GetDistanceSquared(const Vector2 &point1, const Vector2 &point2)",4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::GetDistance(const Vector2 &point1, const Vector2 &point2)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::GetVectorDistance(const Vector2 &point1, const Vector2 &point2, Vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::PointInTriangle(const Vector2 &point, const Vector2 &v1, const Vector2 &v2, const Vector2 &v3)",5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,"Vector2::Translate(const float &x, const float &y)",4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Normalize(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Scale(const float &scalar),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::IsZero() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::Length() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,Vector2::LengthSquared() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Vector3(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Vector3(const Vector2 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Vector3(const Vector3 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Vector3(const Vector4 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Vector3(const float &x, const float &y, const float &z)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::~Vector3(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Set(const Vector2 &source),5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Set(const Vector3 &source),5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Set(const Vector4 &source),5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Set(const float &x, const float &y, const float &z)",5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Add(const Vector3 &left, const Vector3 &right, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Subtract(const Vector3 &left, const Vector3 &right, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Multiply(const Vector3 &left, const Vector3 &right, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Divide(const Vector3 &left, const Vector3 &right, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Angle(const Vector3 &left, const Vector3 &right)",13,11,7,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Dot(const Vector3 &left, const Vector3 &right)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Cross(const Vector3 &left, const Vector3 &right, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Scale(const Vector3 &source, const float &scalar, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Rotate(const Vector3 &source, const Vector3 &rotation, Vector3 *destination)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Negate(const Vector3 &source, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Normalize(const Vector3 &source, Vector3 *destination)",13,11,7,3,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Length(const Vector3 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::LengthSquared(const Vector3 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::MaxVector(const Vector3 &a, const Vector3 &b, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::MinVector(const Vector3 &a, const Vector3 &b, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::MaxComponent(const Vector3 &vector),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::MinComponent(const Vector3 &vector),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::GetDistanceSquared(const Vector3 &point1, const Vector3 &point2)",5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::GetDistance(const Vector3 &point1, const Vector3 &point2)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::GetVectorDistance(const Vector3 &point1, const Vector3 &point2, Vector3 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::RandomUnitVector(Vector3 *destination),12,11,9,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::RandomPointOnCircle(const Vector3 &normal, const float &radius, Vector3 *destination)",31,27,21,4,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::BaryCentric(const Vector3 &p1, const Vector3 &p2, const Vector3 &p3, const Vector3 &pos)",6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,"Vector3::Translate(const float &x, const float &y, const float &z)",5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Normalize(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Scale(const float &scalar),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::IsZero() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::Length() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,Vector3::LengthSquared() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Vector4(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Vector4(const float &x, const float &y, const float &z, const float &w)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Vector4(const Vector3 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Vector4(const Vector4 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::~Vector4(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Set(const float &x, const float &y, const float &z, const float &w)",6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Set(const Vector3 &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Set(const Vector4 &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Add(const Vector4 &left, const Vector4 &right, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Subtract(const Vector4 &left, const Vector4 &right, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Multiply(const Vector4 &left, const Vector4 &right, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Divide(const Vector4 &left, const Vector4 &right, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Angle(const Vector4 &left, const Vector4 &right)",13,11,7,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Dot(const Vector4 &left, const Vector4 &right)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Scale(const Vector4 &source, const float &scalar, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Negate(const Vector4 &source, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Normalize(const Vector4 &source, Vector4 *destination)",13,11,7,3,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Length(const Vector4 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::LengthSquared(const Vector4 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::MaxVector(const Vector4 &a, const Vector4 &b, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::MinVector(const Vector4 &a, const Vector4 &b, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::MaxComponent(const Vector4 &vector),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::MinComponent(const Vector4 &vector),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::GetDistanceSquared(const Vector4 &point1, const Vector4 &point2)",6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::GetDistance(const Vector4 &point1, const Vector4 &point2)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::GetVectorDistance(const Vector4 &point1, const Vector4 &point2, Vector4 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,"Vector4::Translate(const float &x, const float &y, const float &z, const float &w)",6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Negate(),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Normalize(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Scale(const float &scalar),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::IsZero() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::Length() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,Vector4::LengthSquared() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,Model::Model(const std::string &file),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,"Model::Model(const std::vector<int> &indices, const std::vector<float> &vertices, const std::vector<float> &textures, const std::vector<float> &normals, const std::vector<float> &tangents)",12,9,9,0,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,Model::~Model(),16,7,7,0,2,0,7,19,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,Model::LoadFromFile(),140,115,80,10,20,0,5,39,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,"Model::LoadMaterials(const std::string &filepath, std::vector<Material> *list)",54,48,25,5,6,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,"Model::ProcessDataVertex(Vector3 vertex, std::vector<VertexData*> *vertices, std::vector<int> *indices)",15,13,11,3,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,"Model::DealWithAlreadyProcessedDataVertex(VertexData *previousVertex, const int &newTextureIndex, const int &newNormalIndex, std::vector<int> *indices, std::vector<VertexData*> *vertices)",21,18,14,5,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,"Model::CalculateTangents(VertexData *v0, VertexData *v1, VertexData *v2, std::vector<Vector2> *textures)",23,20,20,0,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,Model::LoadToVulkan(),25,1,1,0,0,0,24,56,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,Model::CreateBuffer(std::vector<float> *data),33,23,26,1,10,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,"Model::MemoryTypeFromProperties(uint32_t typeBits, VkFlags reqMask, uint32_t *typeIndex)",14,13,7,3,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,Model::CreateAabb(),52,44,26,6,6,0,2,6,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.cpp,"VertexData::VertexData(const int index, Vector3 position)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.cpp,VertexData::~VertexData(),2,1,1,0,0,0,1,2,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.cpp,VertexData::AddTangent(Vector3 *tangent),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.cpp,VertexData::AverageTangents(),15,13,7,3,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.cpp,VertexData::IsSet() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.cpp,"VertexData::HasSameTextureAndNormal(const int &textureIndexOther, const int &normalIndexOther) const",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,NoiseFast::NoiseFast(const int &seed),3,3,3,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,NoiseFast::~NoiseFast(),5,4,4,0,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,NoiseFast::SetSeed(const int &seed),19,16,12,2,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,NoiseFast::SetFractalOctaves(const int &octaves),3,3,3,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,NoiseFast::SetFractalGain(const float &gain),3,3,3,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,"NoiseFast::GetCellularDistance2Indices(int &cellularDistanceIndex0, int &cellularDistanceIndex1) const",3,3,3,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,"NoiseFast::SetCellularDistance2Indices(const int &cellularDistanceIndex0, const int &cellularDistanceIndex1)",6,5,5,0,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,"NoiseFast::GetValue(float x, float y) const",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,"NoiseFast::GetValueFractal(float x, float y) const",15,14,8,5,1,0,0,0,
